,Testing Data,Predicted Labels
4547, الف مبروك فوز البرسا نشكر تفاعلكم برشلونه_روما,1
4548, تصويت بعد قرائتك للمقال هل ترى فعلا ان قاسم_يهاجم_الملك_عبدالله وتذكر صوتك امانه,2
4549,تم تعليق_الدراسه_في_الشرقيه و تعليق_الدراسه_في_الرياض اجازه سعيده,1
4550, للتاريخ اكبر نتيجه حدثت بين الشباب والهلال 8 1 للشباب في عام 1982 وانسحاب الهلال قبل نهايه المباراه احتجاجا على التحك ,0
4551, السماح_بالسينما_في_السعوديه ما علاقه خبر السماح بالسينما بزعزعه الامن شعب فاغر ,0
4552, خبير في الفكر الاسلامي هجمات باريس بدايه النهايه ل داعش ,2
4553,روما لا يمثل الكالتشيو روما من الدوري الهندي برشلونه_روما,2
4554, قاسم_يهاجم_الملك_عبدالله لقد هزلت حتى بدى من هزالها كلاها وحتى استامها كل مفلس السعوديه,0
4555, اوامر_ملكيه جعلها تبطي سنينك سيدي ,1
4556,اذا ما فيه تعليق_الدراسه_في_الرياض غدا بتداوم والا تسحب ,2
4557, الهلال_هجر لقطه الموسم لقطه لاتاتي الا من قائد بكل ماتعنيه الكلمه بيئه_الهلال شكرا ياسر_القحطاني ,1
4558, اوامر_ملكيه ارفع اسمى ايات التهاني والتبريكات لسعاده الدكتور توفيق السديري بمناسبه تعيينه نائبا لوزير الشؤون ,1
4559,ي حرام ضاعت المباراه هاردلك ي هلال التعادل سلمان الفرج دونيس الهلال,0
4560, الف الف مبروووك يازعيم البطوله 57 وهاردلك للاهلي الهلال_الاهلي,1
4561, تعليق_الدراسه_في_الرياض حتا وان صار مافي تعليق اختبار ماراح اختبر والي يصير يصير اعلى ماخيره تركبه,2
4562, اللي ينجلد التعاون واللي يصيح الباقي الهلال_التعاون,0
4563, صالح عاشور الاعدام ل منفذي تفجيرالمسجد عاشور الحريه ل خليه العبدلي وحزب الله عاشور اعدام ايه الاه نمر النمر ظلم وحرام حت ,0
4564, برشلونه_روما برشلونه_روما برشلونه رونالدو كم مره خلى بلنتي لبيل و بنزيما كبير يا ميسي نيمار طريقه تنفيذك لركله الجزاا لك عليها ,1
4565, الهلال_الشباب مبروك لهلالنا ,1
4566, ماتوقع اني متعطل وجالس على فرجكم انتم حتى الرد في المنشن عليكم نخاف ينحسب علينا اضافه ميقا بايت عل ,0
4567, انترنت_السعوديه_ضعيف احمد ربك انت وياه عاد احسن من ايام النوكيا ,0
4568,ماش مدلعينكم مطر خفيف ما يحتاج اجازات بس من يوم تخرجنا تغير التعليم تعليق_الدراسه_في_القصيم,0
4569, ازعجتونا الله يرزقنا حظ الهلال نبي حظ الهلال جعل عيونكم بالفقع ,0
4570, الارصاد حذرنا من امطار وضباب كثيف وتعليق الدراسه ليس من مسؤوليتنا السعوديه الارصاد تعليق_ ,2
4571, اللي فريقهم خرج من كاس ولي العهد ياليت يخففون من الصياح ترى ازعجتونا الهلال_التعاون ,0
4572, مدرب الفتح انا من اشد المعجبين بلاعبي فريق الهلال واليوم نحن تعادلنا امام افضل نادي اسيوي ,0
4573, انترنت_السعوديه_ضعيف شيا يقهههر لما ندفع 250 ريال شهريا و النت ضعيف جدا و احيان يصير له عطل يوم يومين و هو ما يشتغل ابد ,0
4574,انتهت الاوامر الملكيه يعني اعلق بشتي وامرح بس خيره ان شاا الله اوامر_ملكيه,2
4575, الحنفوش يطنش ضربه جزاا للتعاون لعيون زلايب اسيا ههههههههههههههه الحنفوش_التعاون لجنهالمهنا_التعاون الهلال_التعاون ,0
4576, فريق براعم الهلال يتغلب على القادسيه الهلال ,2
4577, الفرج ان لعب اساسي مره ثانيه بعد هالمباراه كارثه اداريه في الهلال,0
4578,ولا يوم من ايامك يابو صلاح برشلونه_روما 6 1,2
4579,ابن القيادي الحوثي حسن زيد يرسلون اولادهم للعلم ويرسلون اولاد عبيدهم للمحرقه ,2
4580, الهلال ان تفوزز كثيررا ان تتوج كثيرررا ان تفرررح كثيررا الهلال_الاهلي ,1
4581, متعه كرويه في 10 ثواني برشلونه_روما ,1
4582, اللي وراه جمهور مثل جمهور الهلال راح يشتغل 24 ساعه صدق نواف بن سعد وجه السعد,1
4583, حذف هدف صحيح للهلال يفترض طرد ل تيسير ومحمد امان ولا عطاهم ظلم تحكيمي واضضضح عيني عينك ورجال الهلال فعلوها ,0
4584, يستاهلون الهلال مبروك البطوله ,1
4585, تعليق_الدراسه_في_القصيم احلا هاترك للقصيم ,1
4586, والله اذ انتي جاهله وماتعرفين اذ ضاع وقت فا مشكلتك مالومك فقراويه تدورون الزله ع الهلال,0
4587, القاعده سلاح بيد الغرب واليهود وايران كما داعش تضرب به اهل السنه وتخرب به البلاد العربيه,0
4588, كل ماقالوا فيه اوامر_ملكيه انتظر واقول ليته يرجع للميادين من جديد لازلنا في الانتظار بندر_بن_سلطان ,2
4589, السماح_بالسينما_في_السعوديه سبق وان دخلت السينماحقيقهروعه يشغلون لك فلم رعب وحوش وتلبس نظارات والنظارات تقرب الوحوش لك كان تبي تاكلك مسليه ,2
4590, الميزانيه_السعوديه ميزانيه_2016 انخفاض الايرادات ورفع الاسعار على المواطنين سببه ضعف مخرجات الوزارات المدنيه اقتصاد غير مس ,0
4591, الاتحاد الاوروبي اعدام الشيخ النمر يزيد من اشعال التوتر الطائفي وعلى السعوديه مصالحه شعبها ,0
4592,مبروك يازعمااوهاردلك التعاون الذي قاسمنا المباراه وارفع له القبعه احتراما واللي كانوا ينتظرون خساره الزعيم زيدوا الصبر عندكم الهلال_التعاون,1
4593, اوووه يا هلالي الهلال_التعاون ,1
4594,عاجل بسبب استمرار هطول الامطار تم تعليق_الدراسه لهذا اليوم الاربعاا في جميع مدارس محافظتي حوطه بني تميم والحريق امطار_السعوديه,2
4595, الهلال_الشباب ونقووووول مبرووووك للزعيم هذا مكانك بالصداره ,1
4596,مالها الا هكر الهلال يا عيني عليك يا الزوري وحش الله يبرد قلبك الهلال_الفتح,1
4597, اليمن عدن عدن تصحو على جريمه بشعه صوره ,0
4598, قد ترون انها حريه لكنها حريه في العالم الاخر العالم الذي لايرتبط بمملكتي ولا بتقاليدها هذا عيب في مجتمعي لذا نستنكر لماذا_ ,0
4599, بئس العداله التي تخاف من كلمه او موقف اعدام نمر النمر جريمه سعوديه جديده,0
4600,طيب اللي يقضي مشاويره تكسي اكيد بترتفع اسعار التكاسي اللي هذا اوله ينعف تاليه قرارات ابو كلب رفع_اسعار_البنزين_والكهرباا,0
4601, عندي مشكله بالمديونيه تم ايقاف رقمين قبل فتره تجاوزت 3سنوات والحين استغربت انه طلعت لي فاتوره مديونيه بمبلغ غيرالمبلغ السابق عندفصل,0
4602, سبحان الله هام من المتوقع ان شااالله استمرار الامطار الديميه على اجزاا من القصيم طوال غدا الخميس على فترات متقطعه تعلي ,2
4603,الحمدالله نحن بالف خير والمفروض ان اسعار البنزين ترتفع من زمان علشان المراهقين يبطلون برمان وعمل الزحمه بشوارع رفع_اسعار_البنزين_والكهرباا,1
4604,الف مبرووووووووك لجماهير البلوغرانا برشلونه_روما,1
4605, الهلال_التعاون الف مبروك يالزعيم والله ماقصرتوا حق لكم زيارتنا وحق علينا نكرمكم ونخليكم ترجعوون فايزييين ,1
4606,عطاكم هي من الاخر شراحيلي اذا دخلنا للملعب لاتورونا ذهب لاننا بناخذه الهلال الهلال_بطل_ولي_العهد,1
4607, من ربوع مدينه اب اليمن غرد_بصوره صور_من_اليمن كلنا_وليد_باخشوين ,2
4608, الهلال_التعاون نجلد اصفر القصيم واللي يصيح اصفر الرياض صياحكم يطربنا ارفع الصووووت ي وائل ,0
4609,المعروف ان السلطه اليمنيه لا تسيطر على صنعاا الا اذا كنت تعترف با الحوثي سلطه اذا ماذا عن هادي وبحاح عاصفه_الحزم اليمن ,2
4610,اسبوع من متعه رباعيه في ريال مدريد وسداسيه في روما شكرا للاعبين وشكرا للمدرب انريكي محسودين نحن بهذا الفريق برشلونه_روما,1
4611,المفروض الاتحاد الاسيوي يعطي الهلال الاسيويه باي طريقه عشان يخفو علينا بالتعويض بالمحليات والهمج التحكيمي الهلال_التعاون,0
4612, فالك الفوز يا زعيم بالتوفيق لشريكنا الاستراتيجي في لقاا اليوم الهلال_هجر,1
4613, تكفا نبي اجازه تكفا جحفلهم الي يضحكون علينا تكفا جب الهاتريك انت قدها تعليق_الدراسه_في_الرياض,1
4614,1 منذ ان وعيت على الدنيا والعرب يلطمون على قضيه فلسطين مرت ثلاثين سنه واللطم على نفس المستوى فلسطين تحتاج رجااااال حصار_غزه_جريمه_اباده,0
4615, ضربه جزاا للهلال باول دقيقه تجاهلها الحكم فاول الفتح غير صحيح هدف الفتح الثاني من تسلل صريح فعلا الهلال نادي التحكيم وال ,0
4616, الهلال_الشباب اذكريني كل مافاز الهلال كان ودك طول عمرك تذكرين ,1
4617, بعد الفلم الوثائقي بحط شاشات في الشوارع واسوي اعاده عرض شكرا وزاره الداخليه وشكرا للعربيه حذف_قناه_العربيه_من_الريسيفر,1
4618, اللجنه الثوريه تدعو لمظاهره عصر غد الجمعه في باب اليمن صفقات السلاح الامريكيه لن تجلب نصرا لمملكه الدواعش صنعاا ,2
4619, استمرار دونيس على هذا النهج الهلال اكل الشباب اكل دونيس عرف للشباب وقراه قرااه هلال ممتع يارب تكمل الهلال_الشباب,1
4620, اللهم اصلح احوال المسلمين حصار_غزه_جريمه_اباده,2
4621, حتى الان وردنا تعليق_الدراسه غدا الخميس في القصيم و الخرج و القويعيه و الليث ولمتابعه بقيه المناطق تابع ,2
4622, النصر_الاتحاد مبروك للنصر مستوى ونتيجه هاردلك للجمهور الاتحادي,1
4623, حصار_غزه_جريمه_اباده متى ما خلت المراقص ودوراللهو من المسلمين ومتى ماامتلات المساجد في صلاه الفجركماتمتلئ الاسواق والمطاعم سيهابنااعدائنا,2
4624, يارب ظلك الظل الممتد الذي لا ينقطع ونورك النور الذي لا ينكسر امنحنا امانك الامان الذي لا يفاجئه الخوف ابدا الميزانيه_ال ,1
4625, الاعلام اما ان يساهم في التنميه او يحرفها بخطا قد لا يغتفر الميزانيه_العامه_للدوله الميزانيه_السعوديه ,0
4626, السماح_بالسينما_في_السعوديه ي حبكم ل الشقى ما ازين من الافلام الا التسدح وانتي تشوفينها بالبيجاما السينما تقيد حركتنا,0
4627, موش ممكن هذا البرسا عزف بكره القدم و سمفونيه تطرب برشلونه_روما,1
4628, الف مبروك لنادي الهلال وجماهيره وحظ اوفر للنادي الاهلي وجماهيره ,1
4629, المدريدي انا اعلم ماذا تشعر به هههههه المدريدي عنده خبره في الامور برشلونه_روما برشلونه برشا ,1
4630, ا ضرار الكبيره التي تسبب بها تنظيم داعش للمغتربين العرب يؤكد ان هذا التنظيم اسس لتدمير المسلمين وليس لنصرتهم تامل افعالهم ,0
4631,ان لم يسجل الاهلي لاعبين مميزين في الفتره الشتويه فلن يحقق الدوري والاهلي يحتاح وسط نار بدون مجاملات الرائد نشف ريقنا الاهلي_الرايد,0
4632,ماشاا الله ياعزام وين كنت ماجيت الاباخر ترم لي وماعندي دوام الايومين راحت علي هالاجازات يالله اهم شي اهلي استانسوا تعليق_الدراسه_في_القصيم,0
4633, تره علينا امطار الدمام عطوني تعليق_الدراسه,2
4634, تعليق_الدراسه_في_القصيم بتعلقونه ولا انام بريده_تغرق,2
4635, لماذا_يا_خوله_العنزي المشكله مو من خوله الحين المشكله بالحثالات الي يدور اي زله على السعوديات واتهامهم بدون شرف واخلاق الت ,2
4636, بعد هجمات_باريس العقلاا يتحدثون عن عمل استخباراتي يضحي بالابرياا لاجل المصالح السياسيه و الخبثاا يتحدثون عن خطر الا ,0
4637, ا ف ب توقيف 3 اشخاص على الاقل في سان دوني على صله بتحقيقات هجمات باريس العربيه_عاجل,2
4638, تعليق_الدراسه_في_القصيم عندكم واسطه قويه ,1
4639, عاجل باريس تعزز حراسه شبكه المياه الصالحه للشرب تحسبا لاي عمل ارهابي فرنسا هجمات_باريس فرنسا_تشتعل باريس_تشتعل فرنسا_الصليبيه_تحترق,2
4640, برشلونه_روما ريال_مدريد_برشلونه قناه بي ان اسبورت سارت تنقل تمارين البرشا ,2
4641, السماح_بالسينما_في_السعوديه حسستونا انا بنموت على السينما بالعكس يمكن نموت بسبب السينما تجينا العقايب الله يستر,0
4642, رجال_الحد_الجنوبي دون الديار اخوان من طاع الله بياعه الغالي من اول سومه عل ى علم هم لا اله الا الله واللي يع ,1
4643, النصر_الاتحاد من يصدق ان هالوضيع صار يجلد الاتحاد ,2
4644,قد تكون اجمل مباريات الدوري السعودي كانت بين الهلال والفتح قودلك للفريقين والهلال محافظ على الصداره ,1
4645, رسوم_الاراضي_البيضاا عقار رفعت ضغطي ياعبدالرحمن وفقك الله ,1
4646,كل الاحترام والتقدير برشا برشا برشا احبك انااا برشلونه_روما,1
4647, اهل الرياض بصوت واحد ماعلمك صوت المطر كيف احتريك تعليق_الدراسه_في_الرياض ,2
4648, تسلل التعاون صحيح وشكرن لكم الهلال_التعاون ,0
4649,ماهي داخله راسي الميزانيه وشلون عجز وتونا داعمين مصر 30 مليار رفع_اسعار_البنزين_والكهرباا,0
4650,Stc بتفصل النت الحين على اساس يحدثون النظام ومانشوف الفرق النت نفسه مخيس قبل وبعد التحديث خساره وقت ع الفاضي ,0
4651, يا رب وفقهم بدر_الحمد الهلال_التعاون ,1
4652, داعشي_يقتل_ابن_عمه لعنه الله على الدواعش ومن روج ودعمهم اللهم عليك بالقعديه دعاه الصحوه الذين زينوا الارهاب وسموه جهادا وناز ,0
4653, النصر_الاتحاد مبروك الفوز بالمستوى كل النوادي ورانا الفوز عند العالمي ب الوراثه عذرا لايوجد نادي ب مستوانا ,1
4654,من يحمل فكر وخطط لا يمكن ان يحققها في يوم وليله اعفاا_عزام_الدخيل اعفاا_عزام_الدخيل عزام_الدخيل اوامر_ملكيه,2
4655, استقاله_رئيس_التعاون لسان حاله يقول الهلال_التعاون ,2
4656,التحكيم مع الهلال يهز الكره السعوديه وانديتها ومايحدث مهزله لم تحدث سوى مع الهلال الهلال_التعاون,0
4657, اذا مارديت علي فالهلال متعبك ومانقول الا زيييد العذاااب عندك وحاب اقلك شي اذا مارديت علي فانت اخي في الاسلام فقط الهلال ,0
4658,الحراس قبل مباراه الهلال يتعاطون شئ انا متاكد الهلال_الفتح,1
4659, تعليق_الدراسه_في_القصيم بعثه النصر وجهها حلو ع القصيم هم جوا وجاا المطر وبعدها تعليق الدراسه عاد هالله هالله بالحضور ي القصمان ,1
4660, بدا الاشتباك الليلي يارب نصرك رجال_الحد_الجنوبي نجران_الان الربوعه ,1
4661, الاهلي_الرائد 45 مباراه بدون خساره وبدون صانع لعب حقيقي اجل كيف لو فيه صانع ,0
4662, دايما وابدا مميز ربي يحفظك يارب النصر_الاتحاد ,1
4663, الظاهر جنابك تسمع الاخبار بدون اذان الدب الروسي غير المعادله وبدت داعش بالانحسار,2
4664,مخرج مباراه الهلال و التعاون تعمد عدم اظهار الجماهير الهلاليه يظهر ان جميع القنوات الرياضيه ملوثه باللون الاصفر الهلال_التعاون,0
4665, الهلال_التعاون اسطوره الحراسه القادمه خالد شراحيلي ,1
4666, اكرم_الجولحي المعارضه الفرنسيه بعد هجمات باريس دعوه نحو الواقعيه الرئيس الفرنسي يستعد لجوله ,2
4667, ي الله حسبي على stc وحظ بلاني فيهم ,0
4668,انبطاح من اجل رفع معنويات النصر قبل الهلال كل واحد يقول لثاني ادعمني عشان اوقف الهلال النصر_الاتحاد ,0
4669,زياده 30 هلله على البنزين وطننا يستحق الوقوف معه مع_وطني_في_المنشط_والمكره الميزانيه الميزانيه_السعوديه الميزانيه_العامه_للدوله,1
4670, في قانون حكام المهنا فقط مستحيل طرد لاعب هلالي احتساب بلنتي على الهلال الهلال_التعاون,0
4671, عاجل وصول وزير الصحه ووزير المياه_والكهرباا الى مقر المؤتمر الخاص باعلان الميزانيه_السعوديه ,2
4672,التون الميدا ليس طموح جمهور الهلال <U+270B> ,2
4673, لماذا_يا_خوله_العنزي عاجبتك افعالها اترضاها لاختك موشغلك اذن انت ديوث برضه مو شغلك ,0
4674, انترنت_السعوديه_ضعيف والسبب عدم محاسبه هذه الشركات وردع استغلالها ,0
4675, السماح_بالسينما_في_السعوديه الدوله يتربص بها الاعداا من كل مكان و بغال_الليبراليه اكبر همهم السينما الله المستعان,0
4676, مبروك فوز برشلونه بدوري الابطال للمره السادسه في تاريخه وللمره الثانيه على التوالي راح تسمعونها بعد شهور برشلونه_ ,1
4677,اذا صار تعادل سلبي يكون من صالح الهلال ونتبارا مع الاهلى ,2
4678, تعليق_الدراسه_في_القصيم يفهمونها هيا_بنا_نكشت,2
4679, الميزانيه_السعوديه ماعاد فيه ميرانيه الخير والبركه ,2
4680, اداره الهلال تفكر باعاره الكعبي للشباب وهو لاعب شاب ومميز وامامه مستقبل طيب يادارتنا العزيزه عزوز الدوسري وش وضعه الهلال_الا ,1
4681,عزام يجحفلنا تعليق_الدراسه تعليق_الدراسه_في_الرياض السعوديه الرياض القصيم,2
4682, اوامر_ملكيه اول امر ملكي قادم نستحقه بالمرتبه الاولى خريجات_جامعيات_قديمات_عاطلات,1
4683, المحافظه على الصداره مطلب في كل المباريات العب للفوز ولا تنتظر تعثر الفرق الاخرى بالتوفيق للملكي الاهلي_الرائد ,1
4684,كل الخدمات متوفره لدفع الاهلي اكثر واكثر الهلال_هجر الاهلي_الرايد اكشن_يا_دوري ,2
4685,الله يلعن stc ,0
4686,6 نيمار مش محظوظ اليوم برشلونه_روما,1
4687,خلال عشر سنوات تداول كرسي وزاره التعليم 6وزراا ياساتر اوامر_ملكيه,2
4688,الله عليك ي البرشا الف مبروك ي الكتلان برشلونه_روما,1
4689, السماح_بالسينما_في_السعوديه مشو بوزكم مافيه سينماا,0
4690,حظ الهلال اليوم ازفت من الزفت لعب ب الاعصاب وبس,0
4691, خصلت المباراه 3 3 تعادل الهلال الهلال_الفتح,2
4692, بعد تفاخره بتنقله بين الحدود مقتل اباعود العقل المدبر ل هجمات_باريس صحيفه_تم السعوديه,2
4693, الذين كانوا يطبلون له في مقاله عن الحاير خمس نجوم يهاجمونه اليوم قاسم_يهاجم_الملك_عبدالله الرجال مبلكني لاختلافنا انذاك ولك ,2
4694, طائفيه وعنصريه النظام الايراني الاعتراض على القصاص من المحرض نمر النمر من اصل 47 تم اعدامهم كلاب في كل الاحوال تنفيذ_الق ,0
4695,حسبي الله ونعم الوكيل هذي اطفال سوريا قتلتهم غارات فرنسيه امس رد على هجمات باريس ,0
4696,الحمدلله ع الفوز الف مبروك للملوك الاهلي_الرائد,1
4697, برشلونه_روما بدا العد التصاعدي وانخرطه الحاسبه ميسي جوعان يا اخوان الليو عاد فعاد التاريخ ليسجل ,1
4698,ماننسى معى فرحتنا بالفووز نشكر محمد حسين على ابداعه في المباراه والله كان نجم بحق وحقيقه النصر_الاتحاد النصر,1
4699,ضربه جزاا لروما جوال HD برشلونه_روما,2
4700,اسمع صوت العاب ناريه عشان الهلال,2
4701,ي هككككر ي اسطوره الهلال_الفتح الهلال,1
4702, الحضور الرسمي 11 الف مع انه الملعب صغير كلها 24 الف المفروض ولا كرسي فاضي,0
4703, تعليق_الدراسه_في_القصيم بنات ازبده بناااااام ,2
4704, لله يكتب لي ذهاب ذهااب بلا عوده جامعه_القصيم جامعه الجحيم تعليق_الدراسه_في_القصيم,0
4705, الدفعه المعنويه الثقه في 4 4 2 عوده بعض اللاعبين للتالق ايجابيات من المباراه النهائيه تدفع الهلال للدوري ,1
4706, مبااااااشر مباراه الهلال الفتح من اليوتيوب من هنااا الهلال_الفتح,2
4707,الهلال دائما يقدم شوط اول سيا كالعاده الشمراني يلجم جميع من شكك فيه الفرج من نهايه الموسم الماضي واهو يتعالى ع نفسه ,0
4708, وحوووووشش يا زعمااااا الهلال_الاهلي ,1
4709, الهلال_التعاون الف مبروك للحنفوش الفوز والتاهل لاعب مبدع ,1
4710, كمبدا لا يوجد مانع لدي من السماح_بالسينما_في_السعوديه لكن الاهم ماذا سيعرض نحتاج افلام وثائقيه ضخمه عن تاريخنا المجيد ,2
4711,الان مع فقره حظ الهلال,2
4712, هذا حكم رسول الله <U+FDFA> فيك يا داعشي انه ليس لك عقل وانك لست على شئ داعشي_يقتل_ابن_عمه داعش ,0
4713,حكم الخط لم يحسب تسلل وسلب 3نقاط من الهلال للاسف حكام زباله الهلال الهلال_الفتح دوري_عبداللطيف_جميل,0
4714, السماح_بالسينما_في_السعوديه الناس طلعت سينما فيها محاكاه و 4D وذول باقي يتناقشون عالسينما تف بس ,0
4715, عاجل نجران مدفعيهالجيش واللجان الشعبيه تدك موقع العش العسكري بعدد من القذائف وصواريخ الكاتيوشا وحريق كبير في الموقع اليمن السعوديه,2
4716, قائمه باسماا من تم تنفيذ حكم القتل فيهم صباح اليوم نص بيان وزاره الداخليه حول تنفيذ حكم <U+2067> القصاص_ب 47_ارهابي <U+2069> ,2
4717, كعبي اسوا من وطئت قدماه ارض نادي الهلال الهلال_هجر,0
4718,والي عاطل عادي يداوم تعليق_الدراسه_في_القصيم عزام_الدخيل,2
4719, طبعا لا جديد المنصه تعشق وجود الهلال دائما ,1
4720,قناه العربيه قناه الدجل والنفاق يديرها الموساد ويامنها المرتدون الطغاه ويعملون فيها الفسقه والبغاه حذف_قناه_العربيه_من_الريسيفر,0
4721,الزحمه اللي عند كل المحطات من فقر ولا كلبوها وقاحه ليت ازدحام الناس عند الصلوات مامن ورى طرد الهللات راحه رفع_اسعار_البنزين_والكهرباا,0
4722,تغريده الرئيس رجب طيب اوردوغان و رد الملك سلمان بن عبدالعزيز في تويتر ,2
4723,تطبيل مب صاحي لبرشلونه وانتم بكرامه عادي كلن يفوز وش الجديد نادي صغير وماتعود على الفوز ازعاج برشلونه_روما,0
4724, لا تخاف لاتبالي دامنك هلاللي قولو معي قولو قولو ياهلال ياهلال يا غاللي <U+270A> الهلال قروب_احساس_للدعم ,1
4725, اوامر_ملكيه كنا نتمنى معهم امين جديد لجده,2
4726,اللهم عليك ب stc ارنا فيهم عجائب قدرتك ,0
4727, بريده_الان متوقفه فيها الحياه حتى اشعارا اخر بريده_تغرق ,0
4728,اتفاق سعودي اميركي لتكثيف الحرب ضد داعش السعوديه تركيا الملك_سلمان_بن_عبدالعزيز اميركا باراك_اوباما,2
4729, الشوط الثاني نقدم لكم رابط بث مباشر HD لجميع الاجهزه الهلال و الفتح الهلال_الفتح,2
4730, النصر_الاتحاد ما رايك في كانافارو النهارده امعط رتيويت خن نشوف,2
4731, اثير_الاخباريه مفكر غربي الاسلام بريا من هجمات_باريس ونحن من يصنع الارهاب ,2
4732, الفتح فتح الهلال,2
4733, الف مبروك للزعيم الفوز والتاهل والقادم اجمل باذن الله الهلال_التعاون ,1
4734, الهلال_هجر هذي من مدرجات النصر ماطقو خبر لناديهم بس اكبر همهم يدورون اخفاق الهلال ,0
4735,جمال السعوديات يفتن لماذا_يا_خوله_العنزي,1
4736, السماح_بالسينما_في_السعوديه اهم شي لا يحجبون التورنت,2
4737, جووووول برشلونه السادس 6 0 ادريانو برشلونه_روما دوري_ابطال_اوروبا,2
4738, ليست وحدها فرنسا جريحه تفجيرات_باريس تفجيرات_فرنسا هجمات_فرنسا داعش محمد_معروف محمد_معروف_الشيباني ,2
4739, الهلال_الفتح نستغرب صمت الاداره الهلاليه الضعيفهاساسا ع اخطاا الحكام المتكررهع الهلال هدف تسلل وبلنتي لم يحتسب ايش ليش الضعف هذا,0
4740, رسوم_الاراضي_البيضاا ياربي لك الحمد افضل قرار سمعته باذن الله راح يعالج مشكله السكن ,1
4741, انترنت_السعوديه_ضعيف فوق ماهو النت مخيس الا ان الشركات فالحه بالزرف خصوصا اس تي سي ,0
4742,وصفك صعب انصافك اصعب برشلونه_روما ,0
4743, ادخل البلايستيشن ابي العب كود ولا فيفا يطلعني ويفضحني عند العالم انترنت_السعوديه_ضعيف,0
4744,انتظرو خبر تم_تعليق_الدراسه_في_القصيم تعليق_الدراسه_في_القصيم تعليق_الدراسه_في_الرياض خبر مؤكد 100 ,2
4745,وهه واخيرااا تعليق_الدراسه_في_القصيم,1
4746,بالعكس اشوف ان العربيه قناه ممتازه فقد اطلعتنا على خبث الاخوان والقاعده وداعش حذف_قناه_العربيه_من_الريسيفر,0
4747, وحده من يفرح جماهير الهلال ايدواردو مبروك للاهلي وهاردلك للهلال عدسه_عمار_الملحم الهلال_الاهلي الهلال ,1
4748,النت يرفع الضغط الله يلعن stc,0
4749, الهلال_التعاون كنت ناوي احضر المباراه وصلت الملعب ولقيت الجمهور الهلالي قفل الملعب بالتوفيق لسكري القصيم ,1
4750, برشلونه_روما من تشوف برشلونه النادي الوضيع يفوز تعرف ان الكوره انتهت,0
4751, غياب هؤلاا هم سبب خساره الهلال وذلك بتصريح من مدربهم وذلك بتصريح من مدربهم الهلال_الاهلي ,0
4752, رسوم_الاراضي_البيضاا ماذا يعني استثناا لشركات الكبرى من الرسوم كل المحتكرين شركات كبرى قرارت المجلس دايم ضد المواطن نحتاج قرا ,2
4753,والله لو فيك من الهم مافيك بس تشوفهم ترتاح نفسيتك برشلونه_روما ,2
4754, حلقه جديده من برودكاست_شوو 415 بعنوان بلبع_وبس انصح بمشاهدتها بعد مباراه النصر_الاتحاد او بين الشوطين ,2
4755,كلا على حده نتنياهو والجبير بعد هجمات باريس يدعوان لتوحيد الجهود ل مكافحه الارهاب ,2
4756, الاهلي_الرايد مو قاهرني الا تعادلنا مع الشباب ملطشه الانديه الصغيره ونتعادل معاه ,0
4757, لست سوى مشجع يفخر بممارسه طقوس سطوه الكبير عندما يلاقي الصغير برشلونه_روما ,0
4758,للاسف الاحتفال والتصؤير لايليق بزعيمنا اطالب باعاده المباراه وعدم فصل المدرج الهلال_الاهلي,0
4759, الهلال يقسو على رديف هجر الزعيم امطر شباك الملائكه ب خمسه اهداف الهلال_هجر ,1
4760,من بدايه الموسم وانا اقول الهلال يفوز باالحظ فقط دونيس ليس بمستوى الهلال واللاعبين متخاذلين من متى والهلال يتمنى التعادل حسبي الله,0
4761, قاسم_يهاجم_الملك_عبدالله لم اقراالمقال الذي تقصدونه لكن مهما كان ابو متعب خط احمر عند الشعب السعودي والاسلامي والعرب,2
4762,ليست بريده_تغرق وحدها اللهم امنا في اوطننا ,1
4763, طاقم تحكيم اجنبي لكلاسيكو النصر والاتحاد المشاري لهجر والهلال والقرني للاهلي والرائد الهلال_هجر,0
4764, كرامتنا_من_الله_الشهاده ليله غضب عارمه تشهدها البحرين تنديدا بجريمه اعدام الشيخ النمر وشعارات الغضب تزلزل الساحات ,0
4765,اخيرررا حسوووا فينا تعليق_الدراسه_في_القصيم,0
4766, الاهلي لم يخسر من الهلال الهلال من حقق الفوز طارق كيال الهلال_الاهلي,0
4767, الهلال_التعاون ياللي خذيت من الذهب زين الالوان وامن السمااالزرقااشموخ المكانه والنفط حطيته لمعدنك عنوان واسمك تعاون والزما ,1
4768, هذا حسب للاهلي بلنتيين اخر مباراه ستكون له اليوم الاهلي_الرائد ,2
4769, مباراه هجر الاثنين القادم دونيس لازم ينزل ناصر اساسي منذ بدايه المباراه والميدا احتياط ويلعب ب 4 دفاع الهلال_ا ,2
4770, حصار_غزه_جريمه_اباده و في ظل ذلك ما تدعيه كل دوله عربيه من انها تعيش داخل حدودها مستقره هو في الحقيقه مجرد مدخل لالام ك ,2
4771,الان مداخله للامير فيصل بن تركي عبر برنامج كوره النصر_الاتحاد,2
4772, الميزانيه_السعوديه شيا متوقع العجز هذا في ظل انخفاض سعر النفط والحرب على اذناب ايران ومرحبا بالعجز اذا كان ثمنه العزه والكرامه,0
